run_name,accuracy,precision,recall,f1,roc_auc,train_time_sec,epochs_run,params,max_len,embeddings,dropout,recurrent_dropout
E3_glove_lstm_dropout,0.8673,0.859,0.8827,0.8707,0.9384,1462.9,7,1042305,200,glove,0.3,0.2
